"","First.Name","Last.Name","Age","Rank","Classification","Date.of.Incident","Date.of.Death","Cause.Of.Death","Nature.Of.Death","Duty","Activity","Emergency","Property.Type","Year"
"1259","Larry","Lockhart",69,"Firefighter","Volunteer","Feb 17, 2008","Feb 17, 2008","Stress/Overexertion","Heart Attack","On-Duty","Other","Yes","Store/Office"," 2008"
"1260","Michael","Hays",64,"Firefighter","Volunteer","Feb 19, 2008","Feb 19, 2008","Impact","Trauma","On-Duty","In-Station Duties","No","Store/Office"," 2008"
"1261","Vance","Tomaselli",66,"Captain","Paid-on-Call","Feb 16, 2008","Feb 21, 2008","Stress/Overexertion","Stroke","Response","Vehicle Driver","Yes","Residential"," 2008"
"1262","Joseph","Turner",48,"Firefighter","Volunteer","Feb 21, 2008","Feb 22, 2008","Stress/Overexertion","Heart Attack","Training","Other","No","Educational"," 2008"
"1263","Shane","Stewart",33,"Captain","Volunteer","Feb 23, 2008","Feb 23, 2008","Vehicle Collision","Trauma","Response","Vehicle Driver","Yes","Street/Road"," 2008"
"1264","Roger","Dennis Jr.",55,"Fire Apparatus Operator","Career","Feb 29, 2008","Feb 29, 2008","Other","Other","On-Duty","In-Station Duties","No","Store/Office"," 2008"
"1265","Rafael","Vasquez",42,"Lieutenant","Career","Mar 3, 2008","Mar 3, 2008","Assault","Violence","Training","Other","No","Store/Office","2008"
"1266","Brad","Holmes",21,"Firefighter","Volunteer","Feb 29, 2008","Mar 5, 2008","Trapped","Burns","On-Scene Fire","Search and Rescue","Yes","Residential","2008"
"1267","Nicholas","Picozzi II",35,"Lieutenant","Volunteer","Mar 5, 2008","Mar 5, 2008","Trapped","Suffocation","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Residential","2008"
"1268","Justin","Monroe",19,"Fire Control Specialist I","Part-Time (Paid)","Mar 7, 2008","Mar 7, 2008","Trapped","Burns","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Manufacturing","2008"
"1269","Victor","Isler",40,"Fire Control Specialist I","Career","Mar 7, 2008","Mar 7, 2008","Trapped","Burns","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Manufacturing","2008"
"1270","Raymond","Barrett, Sr.",62,"Firefighter","Volunteer","Mar 9, 2008","Mar 9, 2008","Stress/Overexertion","Heart Attack","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Residential","2008"
"1271","Walter","Michl",76,"Firefighter","Volunteer","Mar 16, 2008","Mar 16, 2008","Stress/Overexertion","Heart Attack","Response","Other","Yes","Residential"," 2008"
"1272","Terrance","Crockett",48,"Firefighter","Career","Mar 17, 2008","Mar 17, 2008","Stress/Overexertion","Heart Attack","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Residential"," 2008"
"1273","John","Delaney",44,"Captain","Career","Mar 17, 2008","Mar 17, 2008","Stress/Overexertion","Heart Attack","On-Duty","Other","No","Store/Office"," 2008"
"1274","Donald","Grubor",42,"Deputy Fire Chief","Volunteer","Mar 21, 2008","Mar 22, 2008","Stress/Overexertion","Heart Attack","On-Duty","Other","No","Residential"," 2008"
"1275","Brent","Lovrien",35,"Firefighter","Career","Mar 26, 2008","Mar 26, 2008","Impact","Trauma","On-Scene Fire","Other","Yes","Store/Office"," 2008"
"1276","Eric","Speed Sr.",33,"Firefighter","Volunteer","Mar 28, 2008","Mar 28, 2008","Vehicle Collision","Trauma","Response","Vehicle Driver","Yes","Residential"," 2008"
"1277","Robin","Broxterman",37,"Captain","Career","Apr 4, 2008","Apr 4, 2008","Collapse","Suffocation","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Residential","2008"
"1278","Brian","Schira",29,"Firefighter-EMT","Part-Time (Paid)","Apr 4, 2008","Apr 4, 2008","Collapse","Suffocation","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Residential","2008"
"1279","Michael","Crotty",24,"Deputy Chief","Volunteer","Apr 8, 2008","Apr 8, 2008","Impact","Trauma","On-Scene Fire","Incident Command","Yes","Industrial","2008"
"1280","Charles","Fraley Jr.",65,"Fire Chief","Volunteer","Apr 12, 2008","Apr 12, 2008","Stress/Overexertion","Heart Attack","On-Scene Fire","Incident Command","Yes","Educational"," 2008"
"1281","Gert","Marais",42,"Pilot","Wildland Contract","Apr 15, 2008","Apr 15, 2008","Vehicle Collision","Trauma","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Outdoor Property"," 2008"
"1282","Terry","DeVore",30,"Fire Chief","Volunteer","Apr 15, 2008","Apr 15, 2008","Fall","Trauma","Response","Vehicle Driver","Yes","Outdoor Property"," 2008"
"1283","John","Schwartz, Jr.",38,"Firefighter","Volunteer","Apr 15, 2008","Apr 15, 2008","Fall","Trauma","Response","Vehicle Passenger","Yes","Outdoor Property"," 2008"
"1284","Rick","Morris",54,"Inspector/Firefighter","Career","Apr 8, 2008","Apr 17, 2008","Trapped","Burns","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Residential"," 2008"
"1285","Riley","Terrebonne Jr.",29,"Firefighter","Volunteer","Apr 20, 2008","Apr 21, 2008","Impact","Trauma","On-Scene Emergency","EMS/Patient Care","Yes","Street/Road"," 2008"
"1286","Gary","Remling",56,"Firefighter","Volunteer","Apr 24, 2008","Apr 25, 2008","Stress/Overexertion","Heart Attack","On-Duty","Other","No",""," 2008"
"1287","Jeremy","Jylka",34,"Firefighter","Paid-on-Call","Apr 29, 2008","Apr 29, 2008","Stress/Overexertion","Heart Attack","Response","Vehicle Passenger","Yes","Outdoor Property"," 2008"
"1288","Tyler","Casey",21,"Firefighter/First Responder","Volunteer","May 10, 2008","May 12, 2008","Impact","Trauma","On-Scene Emergency","Other","Yes","Outdoor Property"," 2008"
"1289","Joseph","Mixon",51,"Training Captain","Career","May 12, 2008","May 13, 2008","Stress/Overexertion","Stroke","On-Duty","Other","No","Store/Office"," 2008"
"1290","Raymond","Eusden",57,"Chief","Volunteer","May 19, 2008","May 20, 2008","Stress/Overexertion","Stroke","On-Duty","In-Station Duties","No","Store/Office"," 2008"
"1291","Jay","Maddy",41,"Firefighter","Volunteer","May 23, 2008","May 23, 2008","Stress/Overexertion","Heart Attack","On-Duty","Other","No","N/A"," 2008"
"1292","Richard","Burns",43,"Firefighter","Career","May 24, 2008","May 24, 2008","Stress/Overexertion","Heart Attack","On-Duty","In-Station Duties","No","Store/Office"," 2008"
"1293","Russell","Topping",28,"Firefighter","Volunteer","May 31, 2008","May 31, 2008","Exposure","Heart Attack","Training","Other","No","Institutional"," 2008"
"1294","Rufus","Brinson, Jr.",50,"Firefighter","Volunteer","Jun 6, 2008","Jun 6, 2008","Stress/Overexertion","Heart Attack","Training","Pump Operations","No","Institutional","2008"
"1295","Colin","Thomas",51,"Second Assistant Chief","Volunteer","Jun 14, 2008","Jun 14, 2008","Impact","Trauma","On-Scene Emergency","Other","Yes","Street/Road"," 2008"
"1296","Kevin","Pryor",31,"Firefighter","Career","Jun 16, 2008","Jun 17, 2008","Stress/Overexertion","Stroke","On-Duty","Other","No","Outdoor Property"," 2008"
"1297","George","Crocker",32,"Fire Chief","Volunteer","Jun 21, 2008","Jun 21, 2008","Stress/Overexertion","Heart Attack","On-Duty","Other","No","Residential"," 2008"
"1298","Jeff","Powers",44,"Deputy Chief","Career","Jun 26, 2008","Jun 26, 2008","Stress/Overexertion","Heart Attack","On-Duty","Other","No","N/A"," 2008"
"1299","Gary","Studer",61,"Captain","Career","Jun 20, 2008","Jun 28, 2008","Stress/Overexertion","Stroke","On-Duty","In-Station Duties","No",""," 2008"
"1300","Michael","MacDonald",26,"Firefighter","Wildland Part-Time","Jun 27, 2008","Jun 29, 2008","Vehicle Collision","Trauma","On-Duty","Other","No","N/A"," 2008"
"1301","Robert","Roland",63,"Firefighter","Volunteer","Jul 2, 2008","Jul 3, 2008","Stress/Overexertion","Heart Attack","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Outdoor Property","2008"
"1302","Joe","Jordan",71,"Firefighter","Volunteer","Jul 2, 2008","Jul 4, 2008","Stress/Overexertion","Heart Attack","Response","Vehicle Passenger","Yes","Street/Road","2008"
"1303","Robert","Knight",42,"Chief","Volunteer","Jul 5, 2008","Jul 5, 2008","Collapse","Trauma","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Store/Office","2008"
"1304","Richard","Kear",58,"Firefighter","Paid-on-Call","Jul 7, 2008","Jul 7, 2008","Vehicle Collision","Trauma","Response","Vehicle Driver","Yes","Street/Road","2008"
"1305","Ryan","Barker",25,"Firefighter","Volunteer","Jul 8, 2008","Jul 8, 2008","Vehicle Collision","Trauma","Return","Vehicle Driver","No","Street/Road","2008"
"1306","Johnny","Bajusz",69,"Firefighter","Volunteer","Jan 16, 2008","Jul 18, 2008","Vehicle Collision","Other","Response","Personal Vehicle Driver/Passenger","Yes","Street/Road"," 2008"
"1307","David","Meron Sr.",58,"Fire Police Officer","Volunteer","Jul 20, 2008","Jul 20, 2008","Stress/Overexertion","Heart Attack","On-Duty","Personal Vehicle Driver/Passenger","Yes","Street/Road"," 2008"
"1308","Ryan","Hummert",22,"Firefighter/Paramedic","Career","Jul 21, 2008","Jul 21, 2008","Impact","Violence","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Street/Road"," 2008"
"1309","Brian","Munz",24,"Firefighter","Volunteer","Jul 22, 2008","Jul 22, 2008","Fall","Suffocation","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Residential"," 2008"
"1310","Frank","Wichlacz",76,"Fire Chief","Volunteer","Jul 23, 2008","Jul 23, 2008","Impact","Trauma","On-Duty","In-Station Duties","No","Store/Office"," 2008"
"1311","Andrew","Palmer",18,"Firefighter","Wildland Part-Time","Jul 25, 2008","Jul 25, 2008","Impact","Trauma","On-Scene Fire","Support","Yes","Outdoor Property"," 2008"
"1312","Daniel","Packer",49,"Fire Chief","Career","Jul 27, 2008","Jul 27, 2008","Trapped","Suffocation","On-Scene Fire","Incident Command","Yes","Outdoor Property"," 2008"
"1313","Gerald","Leduc",52,"Lieutenant","Career","Aug 3, 2008","Aug 3, 2008","Stress/Overexertion","Heart Attack","On-Scene Emergency","Search and Rescue","Yes","Outdoor Property","2008"
"1314","Shawn","Blazer",30,"Firefighter","Wildland Contract","Aug 5, 2008","Aug 5, 2008","Vehicle Collision","Trauma","On-Duty","Other","Yes","Outdoor Property","2008"
"1315","Scott","Charlson",25,"Firefighter","Wildland Contract","Aug 5, 2008","Aug 5, 2008","Vehicle Collision","Trauma","On-Duty","Other","Yes","Outdoor Property","2008"
"1316","Matthew","Hammer",23,"Firefighter","Wildland Contract","Aug 5, 2008","Aug 5, 2008","Vehicle Collision","Trauma","On-Duty","Other","Yes","Outdoor Property","2008"
"1317","Edrik","Gomez",19,"Firefighter","Wildland Contract","Aug 5, 2008","Aug 5, 2008","Vehicle Collision","Trauma","On-Duty","Other","Yes","Outdoor Property","2008"
"1318","Bryan","Rich",29,"Firefighter","Wildland Contract","Aug 5, 2008","Aug 5, 2008","Vehicle Collision","Trauma","On-Duty","Other","Yes","Outdoor Property","2008"
"1319","David","Steele",19,"Firefighter","Wildland Contract","Aug 5, 2008","Aug 5, 2008","Vehicle Collision","Trauma","On-Duty","Other","Yes","Outdoor Property","2008"
"1320","Steven","Renno",21,"Firefighter","Wildland Contract","Aug 5, 2008","Aug 5, 2008","Vehicle Collision","Trauma","On-Duty","Other","Yes","Outdoor Property","2008"
"1321","James","Ramage",63,"Pilot","Wildland Full-Time","Aug 5, 2008","Aug 5, 2008","Vehicle Collision","Trauma","On-Duty","Other","Yes","Outdoor Property","2008"
"1322","Roark","Schwanenberg",54,"Pilot","Wildland Contract","Aug 5, 2008","Aug 5, 2008","Vehicle Collision","Trauma","On-Duty","Other","Yes","Outdoor Property","2008"
"1323","Sean","Whiten",47,"Captain","Volunteer","Aug 9, 2008","Aug 9, 2008","Stress/Overexertion","Heart Attack","Training","Other","No","Institutional","2008"
"1324","Tony","McGough",44,"Firefighter","Volunteer","Aug 14, 2008","Aug 14, 2008","Vehicle Collision","Trauma","Response","Personal Vehicle Driver/Passenger","Yes","Street/Road"," 2008"
"1325","Robert","Hales",40,"Firefighter","Volunteer","Aug 17, 2008","Aug 17, 2008","Stress/Overexertion","Heart Attack","On-Duty","Personal Vehicle Driver/Passenger","No","Street/Road"," 2008"
"1326","Curtis","Jessen",32,"Assistant District Forester","Wildland Full-Time","Aug 21, 2008","Aug 21, 2008","Fall","Trauma","On-Scene Fire","Incident Command","Yes","Outdoor Property"," 2008"
"1327","Calvin","Wahlstrom",61,"Chief Pilot","Wildland Contract","Sep 1, 2008","Sep 1, 2008","Vehicle Collision","Trauma","Response","Vehicle Driver","Yes","Outdoor Property","2008"
"1328","Gregory","Gonsioroski",41,"First Officer - Pilot","Wildland Contract","Sep 1, 2008","Sep 1, 2008","Vehicle Collision","Trauma","Response","Vehicle Driver","Yes","Outdoor Property","2008"
"1329","Zachary","VanderGriend",25,"Crew Chief - Mechanic","Wildland Contract","Sep 1, 2008","Sep 1, 2008","Vehicle Collision","Trauma","Response","Vehicle Passenger","Yes","Outdoor Property","2008"
"1330","Gregory","Northup",55,"Firefighter","Volunteer","Sep 3, 2008","Sep 3, 2008","Stress/Overexertion","Heart Attack","On-Duty","Other","No","Store/Office","2008"
"1331","Curtis","Hillman, Sr.",77,"Equipment Operator - Firefighter","Wildland Contract","Aug 25, 2008","Sep 11, 2008","Fall","Trauma","On-Duty","Vehicle Driver","No","Outdoor Property"," 2008"
"1332","Edward","Junginger",82,"Fire Police Officer","Volunteer","Sep 23, 2008","Sep 26, 2008","Stress/Overexertion","Heart Attack","On-Scene Emergency","Scene Safety","Yes","Street/Road"," 2008"
"1333","Ralph","Arabie",48,"Firefighter","Career","Sep 29, 2008","Sep 29, 2008","Impact","Trauma","On-Duty","Vehicle Driver","No","Store/Office"," 2008"
"1334","Dale","Grider",36,"Firefighter","Volunteer","Sep 29, 2008","Sep 29, 2008","Stress/Overexertion","Heart Attack","Training","Personal Vehicle Driver/Passenger","No","Street/Road"," 2008"
"1335","Douglas","Falconer",46,"Correctional Officer II","Career","Oct 1, 2008","Oct 1, 2008","Stress/Overexertion","Heart Attack","On-Scene Fire","Unknown","Yes","Outdoor Property","2008"
"1336","Neal","Tarkington",43,"Engineer","Career","Oct 10, 2008","Oct 11, 2008","Stress/Overexertion","Heart Attack","On-Duty","Other","No","N/A"," 2008"
"1337","William","Miller",24,"Firefighter","Volunteer","Oct 13, 2008","Oct 13, 2008","Other","Other","Training","Vehicle Driver","No","Street/Road"," 2008"
"1338","Brian","Neville",32,"Paramedic Firefighter","Career","Oct 16, 2008","Oct 16, 2008","Stress/Overexertion","Heart Attack","On-Duty","Other","No","Store/Office"," 2008"
"1339","Adam","Renfroe",24,"Firefighter","Volunteer","Oct 29, 2008","Oct 29, 2008","Disorientation","Suffocation","On-Scene Fire","Search and Rescue","Yes","Residential"," 2008"
"1340","Wayne","Brown",63,"Firefighter/Fire Police Officer","Volunteer","Nov 3, 2008","Nov 3, 2008","Stress/Overexertion","Heart Attack","Response","Other","Yes","Residential","2008"
"1341","Leonard","Riggins",52,"Firefighter","Career","Nov 5, 2008","Nov 5, 2008","Impact","Violence","On-Scene Emergency","Other","Yes","Street/Road","2008"
"1342","Roy","Smith III",17,"Firefighter","Volunteer","Nov 7, 2008","Nov 7, 2008","Vehicle Collision","Trauma","Response","Personal Vehicle Driver/Passenger","Yes","Street/Road","2008"
"1343","Cecilia","Turnbough",42,"EMT/Firefighter Trainee","Volunteer","Nov 9, 2008","Nov 9, 2008","Stress/Overexertion","Heart Attack","Training","Other","No","Outdoor Property","2008"
"1344","Jamel","Sears",33,"Probationary Firefighter","Career","Nov 10, 2008","Nov 11, 2008","Stress/Overexertion","Other","Training","Other","No","Outdoor Property"," 2008"
"1345","John","Clasby",45,"Firefighter","Career","Jun 29, 1999","Nov 11, 2008","Other","Trauma","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Residential"," 2008"
"1346","Eugene","Franklin Jr.",64,"Chaplain","Volunteer","Nov 11, 2008","Nov 11, 2008","Vehicle Collision","Trauma","On-Duty","Personal Vehicle Driver/Passenger","No","Street/Road"," 2008"
"1347","Steven ","Bouchard",19,"Firefighter","Volunteer","Nov 7, 2008","Nov 11, 2008","Vehicle Collision","Trauma","Response","Personal Vehicle Driver/Passenger","Yes","Street/Road"," 2008"
"1348","Carol","Taylor",41,"Firefighter","Career","Nov 14, 2008","Nov 14, 2008","Stress/Overexertion","Heart Attack","On-Duty","Other","No","N/A"," 2008"
"1349","Walter","Harris Sr.",38,"Firefighter","Career","Nov 15, 2008","Nov 15, 2008","Collapse","Suffocation","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Residential"," 2008"
"1350","Michael","Snowman",49,"Firefighter","Volunteer","Nov 17, 2008","Nov 17, 2008","Stress/Overexertion","Heart Attack","On-Scene Fire","Setup","Yes","Residential"," 2008"
"1351","Steve","Kline",37,"Firefighter/Paramedic","Part-Time (Paid)","Nov 18, 2008","Nov 18, 2008","Stress/Overexertion","Heart Attack","Training","Other","No","Store/Office"," 2008"
"1352","Robert","Ryan, Jr.",46,"Lieutenant","Career","Nov 23, 2008","Nov 23, 2008","Collapse","Suffocation","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Residential"," 2008"
"1353","Clarence","Watson II",35,"Lieutenant","Career","Nov 29, 2008","Nov 29, 2008","Stress/Overexertion","Heart Attack","On-Duty","Other","No",""," 2008"
"1354","Rick","Borkin",42,"Lieutenant","Volunteer","Dec 8, 2008","Dec 8, 2008","Stress/Overexertion","Heart Attack","Training","Other","No","Educational","2008"
"1355","Jerry","Parrick",59,"Firefighter","Volunteer","Dec 17, 2008","Dec 17, 2008","Vehicle Collision","Trauma","On-Scene Emergency","Scene Safety","Yes","Street/Road"," 2008"
"1356","Michelle","Smith",29,"Firefighter","Volunteer","Dec 20, 2008","Dec 22, 2008","Impact","Trauma","On-Scene Emergency","EMS/Patient Care","Yes","Street/Road"," 2008"
"1357","Steve","Hagan, Sr.",48,"Lieutenant","Volunteer","Dec 22, 2008","Dec 23, 2008","Stress/Overexertion","Heart Attack","On-Scene Emergency","Unknown","Yes","Street/Road"," 2008"
"1358","Dennis","McClenahan",54,"Driver","Volunteer","Dec 27, 2008","Dec 27, 2008","Stress/Overexertion","Heart Attack","On-Duty","Other","No","N/A"," 2008"
"1359","Norm","Koch",79,"Fire Police Captain","Volunteer","Dec 30, 2008","Dec 30, 2008","Stress/Overexertion","Heart Attack","On-Scene Emergency","Scene Safety","Yes","Street/Road"," 2008"
"1360","Bret","Kaneshiro",37,"Firefighter","Career","Dec 29, 2008","Dec 30, 2008","Stress/Overexertion","Heart Attack","On-Duty","Fitness Activity","No","Outdoor Property"," 2008"
"1361","Jarrett","Little",24,"Firefighter","Paid-on-Call","Dec 31, 2008","Dec 31, 2008","Vehicle Collision","Trauma","Response","Vehicle Driver","Yes","Street/Road"," 2008"
"1362","Richard","Montgomery",54,"Firefighter","Volunteer","Dec 31, 2008","Dec 31, 2008","Stress/Overexertion","Heart Attack","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Residential"," 2008"
"1363","Gary","Stephens",57,"Firefighter","Career","Jan 2, 2009","Jan 2, 2009","Vehicle Collision","Trauma","On-Scene Fire","Water Supply","Yes","Residential","2009"
